"Country_ID_code","bin","xbin","pname","y","lo","md","hi"
2,"9",9,"prob0",0.34703196347032,0.278310502283105,0.328767123287671,0.381392694063927
2,"9",9,"prob1",0.4337899543379,0.374429223744292,0.424657534246575,0.486415525114155
2,"9",9,"prob2",0.219178082191781,0.19634703196347,0.242009132420091,0.292465753424657
2,"12",12,"prob0",0.243523316062176,0.233160621761658,0.284974093264249,0.349870466321243
2,"12",12,"prob1",0.450777202072539,0.362694300518135,0.424870466321244,0.49520725388601
2,"12",12,"prob2",0.305699481865285,0.24080310880829,0.290155440414508,0.355051813471502
2,"15",15,"prob0",0.153333333333333,0.169833333333333,0.233333333333333,0.316833333333333
2,"15",15,"prob1",0.506666666666667,0.34,0.42,0.493333333333333
2,"15",15,"prob2",0.34,0.293333333333333,0.346666666666667,0.4235
2,"18",18,"prob0",0.152284263959391,0.147208121827411,0.190355329949239,0.246319796954315
2,"18",18,"prob1",0.406091370558376,0.319543147208122,0.401015228426396,0.461928934010152
2,"18",18,"prob2",0.441624365482233,0.35,0.401015228426396,0.48489847715736
3,"0",0.3613666,"prob0",0.622222222222222,0.724861111111111,0.783333333333333,0.830694444444444
3,"0",0.3613666,"prob1",0.272222222222222,0.133333333333333,0.177777777777778,0.227777777777778
3,"0",0.3613666,"prob2",0.105555555555556,0.0111111111111111,0.0388888888888889,0.0666666666666667
3,"3",3,"prob0",0.734597156398104,0.691706161137441,0.741706161137441,0.805687203791469
3,"3",3,"prob1",0.218009478672986,0.156398104265403,0.208530805687204,0.255924170616114
3,"3",3,"prob2",0.0473933649289099,0.0259478672985782,0.0473933649289099,0.0805687203791469
3,"6",6,"prob0",0.735159817351598,0.634474885844749,0.698630136986301,0.762557077625571
3,"6",6,"prob1",0.210045662100457,0.178082191780822,0.242009132420091,0.299200913242009
3,"6",6,"prob2",0.0547945205479452,0.0386986301369863,0.0593607305936073,0.0937214611872146
3,"9",9,"prob0",0.692307692307692,0.572058823529412,0.638009049773756,0.70158371040724
3,"9",9,"prob1",0.230769230769231,0.223868778280543,0.280542986425339,0.346493212669683
3,"9",9,"prob2",0.0769230769230769,0.0473981900452489,0.0791855203619909,0.108597285067873
3,"12",12,"prob0",0.607843137254902,0.509558823529412,0.588235294117647,0.649632352941176
3,"12",12,"prob1",0.303921568627451,0.247426470588235,0.308823529411765,0.382352941176471
3,"12",12,"prob2",0.0882352941176471,0.0686274509803922,0.100490196078431,0.139828431372549
3,"15",15,"prob0",0.593984962406015,0.424624060150376,0.511278195488722,0.575375939849624
3,"15",15,"prob1",0.308270676691729,0.274248120300752,0.360902255639098,0.432518796992481
3,"15",15,"prob2",0.0977443609022556,0.0787593984962406,0.12781954887218,0.191917293233083
3,"18",18,"prob0",0.417112299465241,0.379679144385027,0.46524064171123,0.524064171122995
3,"18",18,"prob1",0.411764705882353,0.32620320855615,0.379679144385027,0.452005347593583
3,"18",18,"prob2",0.171122994652406,0.109224598930481,0.155080213903743,0.20855614973262
